,ds,trend,yhat,status,country,state,MAE_per_state_status,parameters
29,2020-12-17,169254.70309571084,169172.99999999997,Confirmed,Canada,Quebec,821.1051587133012,default parameters
30,2020-12-18,171094.22317523352,171186.64055665862,Confirmed,Canada,Quebec,821.1051587133012,default parameters
31,2020-12-19,172933.74325475623,172899.64055665865,Confirmed,Canada,Quebec,821.1051587133012,default parameters
32,2020-12-20,174773.26333427895,174797.6405566587,Confirmed,Canada,Quebec,821.1051587133012,default parameters
33,2020-12-21,176612.78341380163,176791.64055665873,Confirmed,Canada,Quebec,821.1051587133012,default parameters
34,2020-12-22,178452.30349332435,178411.64055665882,Confirmed,Canada,Quebec,821.1051587133012,default parameters
35,2020-12-23,180291.82357284706,180152.6405566589,Confirmed,Canada,Quebec,821.1051587133012,default parameters
36,2020-12-24,182131.34365236975,182049.64055665894,Confirmed,Canada,Quebec,821.1051587133012,default parameters
0,2020-11-18,6683.985623281643,6675.0,Deaths,Canada,Quebec,8.952249447419879,default parameters
1,2020-11-19,6715.76414920819,6710.0,Deaths,Canada,Quebec,8.952249447419879,default parameters
2,2020-11-20,6748.09299364893,6744.0,Deaths,Canada,Quebec,8.952249447419879,default parameters
3,2020-11-21,6763.87151957551,6774.0,Deaths,Canada,Quebec,8.952249447419879,default parameters
4,2020-11-22,6794.650045502029,6806.0,Deaths,Canada,Quebec,8.952249447419879,default parameters
5,2020-11-23,6823.428571428596,6829.0,Deaths,Canada,Quebec,8.952249447419879,default parameters
6,2020-11-24,6850.207097355132,6842.0,Deaths,Canada,Quebec,8.952249447419879,default parameters
7,2020-11-25,6895.98562328166,6887.0,Deaths,Canada,Quebec,8.952249447419879,default parameters
8,2020-11-26,6920.7641492082,6915.000000000001,Deaths,Canada,Quebec,8.952249447419879,default parameters
9,2020-11-27,6951.092993648927,6947.000000000001,Deaths,Canada,Quebec,8.952249447419879,default parameters
10,2020-11-28,6973.871519575503,6984.000000000002,Deaths,Canada,Quebec,8.952249447419879,default parameters
11,2020-11-29,7009.6500455020205,7021.000000000001,Deaths,Canada,Quebec,8.952249447419879,default parameters
12,2020-11-30,7027.428571428599,7033.0,Deaths,Canada,Quebec,8.952249447419879,default parameters
13,2020-12-01,7064.207097355119,7056.0,Deaths,Canada,Quebec,8.952249447419879,default parameters
14,2020-12-02,7092.985623281647,7084.000000000001,Deaths,Canada,Quebec,8.952249447419879,default parameters
15,2020-12-03,7130.764149208181,7125.000000000001,Deaths,Canada,Quebec,8.952249447419879,default parameters
16,2020-12-04,7159.092993648955,7155.0,Deaths,Canada,Quebec,8.952249447419879,default parameters
17,2020-12-05,7172.871519575497,7183.000000000001,Deaths,Canada,Quebec,8.952249447419879,default parameters
18,2020-12-06,7219.650045502022,7231.000000000002,Deaths,Canada,Quebec,8.952249447419879,default parameters
19,2020-12-07,7249.428571428545,7255.0,Deaths,Canada,Quebec,8.952249447419879,default parameters
20,2020-12-08,7285.207097355136,7277.000000000002,Deaths,Canada,Quebec,8.952249447419879,default parameters
21,2020-12-09,7321.98562328165,7313.000000000001,Deaths,Canada,Quebec,8.952249447419879,default parameters
22,2020-12-10,7354.764149208199,7349.000000000001,Deaths,Canada,Quebec,8.952249447419879,default parameters
23,2020-12-11,7386.092993648944,7382.000000000002,Deaths,Canada,Quebec,8.952249447419879,default parameters
24,2020-12-12,7424.871519575486,7435.000000000002,Deaths,Canada,Quebec,8.952249447419879,default parameters
25,2020-12-13,7463.650045502028,7475.000000000003,Deaths,Canada,Quebec,8.952249447419879,default parameters
26,2020-12-14,7502.42857142857,7508.000000000002,Deaths,Canada,Quebec,8.952249447419879,default parameters
27,2020-12-15,7541.207097355111,7533.000000000001,Deaths,Canada,Quebec,8.952249447419879,default parameters
28,2020-12-16,7579.985623281654,7571.000000000003,Deaths,Canada,Quebec,8.952249447419879,default parameters
29,2020-12-17,7618.764149208195,7613.000000000001,Deaths,Canada,Quebec,8.952249447419879,default parameters
30,2020-12-18,7657.542675134738,7653.44968148579,Deaths,Canada,Quebec,8.952249447419879,default parameters
31,2020-12-19,7696.321201061279,7706.4496814858,Deaths,Canada,Quebec,8.952249447419879,default parameters
32,2020-12-20,7735.099726987821,7746.4496814857985,Deaths,Canada,Quebec,8.952249447419879,default parameters
33,2020-12-21,7773.878252914364,7779.449681485794,Deaths,Canada,Quebec,8.952249447419879,default parameters
34,2020-12-22,7812.656778840905,7804.449681485779,Deaths,Canada,Quebec,8.952249447419879,default parameters
35,2020-12-23,7851.435304767448,7842.449681485794,Deaths,Canada,Quebec,8.952249447419879,default parameters
36,2020-12-24,7890.213830693989,7884.449681485786,Deaths,Canada,Quebec,8.952249447419879,default parameters
0,2020-11-18,107165.05277766757,107326.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
1,2020-11-19,108693.50773793116,108625.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
2,2020-11-20,110105.77797635495,109800.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
3,2020-11-21,111399.23293661815,111325.99999999999,Recovered,Canada,Quebec,641.7002609579358,default parameters
4,2020-11-22,112686.68789688004,112734.00000000003,Recovered,Canada,Quebec,641.7002609579358,default parameters
5,2020-11-23,113961.14285714293,114085.00000000001,Recovered,Canada,Quebec,641.7002609579358,default parameters
6,2020-11-24,115251.5978174055,115367.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
7,2020-11-25,116463.05277766802,116624.00000000003,Recovered,Canada,Quebec,641.7002609579358,default parameters
8,2020-11-26,117619.50773793158,117550.99999999999,Recovered,Canada,Quebec,641.7002609579358,default parameters
9,2020-11-27,118796.777976355,118491.00000000001,Recovered,Canada,Quebec,641.7002609579358,default parameters
10,2020-11-28,119800.23293661795,119727.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
11,2020-11-29,120858.68789688028,120906.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
12,2020-11-30,121890.14285714278,122013.99999999999,Recovered,Canada,Quebec,641.7002609579358,default parameters
13,2020-12-01,123061.59781740513,123177.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
14,2020-12-02,124039.05277766786,124200.00000000001,Recovered,Canada,Quebec,641.7002609579358,default parameters
15,2020-12-03,125265.50773793149,125197.00000000001,Recovered,Canada,Quebec,641.7002609579358,default parameters
16,2020-12-04,126484.777976355,126179.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
17,2020-12-05,127622.23293661782,127549.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
18,2020-12-06,128780.68789688022,128828.00000000001,Recovered,Canada,Quebec,641.7002609579358,default parameters
19,2020-12-07,129894.14285714262,130018.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
20,2020-12-08,131181.59781740527,131297.00000000003,Recovered,Canada,Quebec,641.7002609579358,default parameters
21,2020-12-09,132412.052777668,132573.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
22,2020-12-10,133760.50773793066,133692.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
23,2020-12-11,135215.77797635485,134909.99999999997,Recovered,Canada,Quebec,641.7002609579358,default parameters
24,2020-12-12,136719.2329366175,136646.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
25,2020-12-13,138222.68789688018,138270.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
26,2020-12-14,139726.14285714284,139850.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
27,2020-12-15,141229.5978174055,141345.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
28,2020-12-16,142733.05277766814,142894.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
29,2020-12-17,144236.50773793083,144168.0,Recovered,Canada,Quebec,641.7002609579358,default parameters
30,2020-12-18,145739.96269819347,145434.18472183836,Recovered,Canada,Quebec,641.7002609579358,default parameters
31,2020-12-19,147243.4176584561,147170.1847218387,Recovered,Canada,Quebec,641.7002609579358,default parameters
32,2020-12-20,148746.8726187188,148794.18472183874,Recovered,Canada,Quebec,641.7002609579358,default parameters
33,2020-12-21,150250.32757898147,150374.18472183874,Recovered,Canada,Quebec,641.7002609579358,default parameters
34,2020-12-22,151753.78253924413,151869.1847218385,Recovered,Canada,Quebec,641.7002609579358,default parameters
35,2020-12-23,153257.23749950677,153418.18472183848,Recovered,Canada,Quebec,641.7002609579358,default parameters
36,2020-12-24,154760.69245976943,154692.18472183816,Recovered,Canada,Quebec,641.7002609579358,default parameters
0,2020-11-18,5417.692558907623,5408.597417473959,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
1,2020-11-19,5574.649990329871,5524.978371187312,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
2,2020-11-20,5731.60742193664,5692.55399856774,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
3,2020-11-21,5904.59807668531,5885.084387927581,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
4,2020-11-22,6151.16442336239,6155.296538591728,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
5,2020-11-23,6397.730770147177,6446.6782326937855,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
6,2020-11-24,6644.297117053402,6708.551411980532,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
7,2020-11-25,6890.863463920118,6881.768322486409,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
8,2020-11-26,7137.429815005897,7087.758195863345,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
9,2020-11-27,7404.320981630132,7365.267558261256,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
10,2020-11-28,7671.329512206872,7651.815823449145,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
11,2020-11-29,7938.338042677307,7942.47015790652,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
12,2020-11-30,8205.349285775459,8254.296748322113,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
13,2020-12-01,8472.360528800624,8536.614823727732,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
14,2020-12-02,8739.359113050947,8730.263971617176,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
15,2020-12-03,9006.296313919118,8956.624694776536,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
16,2020-12-04,9267.014859798572,9227.961436429616,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
17,2020-12-05,9527.733393161285,9508.219704403587,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
18,2020-12-06,9788.451926746164,9792.584041975411,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
19,2020-12-07,10075.489581752865,10124.43704429938,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
20,2020-12-08,10362.561241137313,10426.815536064392,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
21,2020-12-09,10652.673580616294,10643.578439182469,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
22,2020-12-10,10942.971848753541,10893.300229611006,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
23,2020-12-11,11233.270117096192,11194.216693727236,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
24,2020-12-12,11471.393411048435,11451.879722290712,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
25,2020-12-13,11709.516705000678,11713.648820229937,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
26,2020-12-14,11947.639998952924,11996.587461499454,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
27,2020-12-15,12185.763292905167,12250.017587832368,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
28,2020-12-16,12423.88658685741,12414.79144542353,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
29,2020-12-17,12662.009880809655,12612.33826166711,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
30,2020-12-18,12900.133174761899,12861.079751392992,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
31,2020-12-19,13138.256468714144,13118.742779956452,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
32,2020-12-20,13376.379762666389,13380.511877895706,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
33,2020-12-21,13614.503056618632,13663.450519165208,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
34,2020-12-22,13852.626350570874,13916.880645498044,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
35,2020-12-23,14090.749644523119,14081.654503089187,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
36,2020-12-24,14328.872938475364,14279.201319332826,Confirmed,Canada,Saskatchewan,84.87454259298725,default parameters
0,2020-11-18,29.48039418332819,30.472194978681973,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
1,2020-11-19,30.568046103431197,30.5361494945193,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
2,2020-11-20,31.65569806082892,31.837002237409244,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
3,2020-11-21,32.74334999870048,32.19589526059102,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
4,2020-11-22,33.83100193013015,34.054445653894426,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
5,2020-11-23,34.91865394047668,34.66245809130991,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
6,2020-11-24,36.00780619729285,35.44680469778227,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
7,2020-11-25,37.09742167037352,38.089222465729954,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
8,2020-11-26,38.898752352088444,38.866855743176195,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
9,2020-11-27,40.7026074903303,40.88391166690996,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
10,2020-11-28,42.50886029609075,41.96140555798227,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
11,2020-11-29,44.31552015284568,44.53896387660953,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
12,2020-11-30,46.12259233490975,45.866396485739834,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
13,2020-12-01,47.932523266793176,47.37152176727937,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
14,2020-12-02,49.74422710114218,50.736027896497674,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
15,2020-12-03,51.55699924640149,51.52510263748845,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
16,2020-12-04,53.36977157469868,53.55107575127958,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
17,2020-12-05,55.182544080727695,54.63508934261744,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
18,2020-12-06,56.99625372963328,57.219697453396236,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
19,2020-12-07,58.81172661744114,58.55553076826989,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
20,2020-12-08,61.92346613439569,61.362464634884695,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
21,2020-12-09,66.13028355336893,67.12208434872527,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
22,2020-12-10,70.33865772477549,70.30676111586496,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
23,2020-12-11,74.54703193914794,74.72833611572958,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
24,2020-12-12,78.75540616081534,78.2079514227088,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
25,2020-12-13,82.96378038248271,83.18722410624832,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
26,2020-12-14,87.1721546041501,86.915958754983,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
27,2020-12-15,91.38052882581748,90.81952732630363,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
28,2020-12-16,95.58890304748489,96.5807038428421,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
29,2020-12-17,99.79727726915227,99.76538066024118,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
30,2020-12-18,104.00565149081969,104.18695566739926,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
31,2020-12-19,108.21402571248704,107.66657097437873,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
32,2020-12-20,112.42239993415444,112.64584365791562,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
33,2020-12-21,116.63077415582183,116.37457830665159,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
34,2020-12-22,120.83914837748921,120.27814687797817,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
35,2020-12-23,125.0475225991566,126.03932339451465,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
36,2020-12-24,129.255896820824,129.22400021191257,Deaths,Canada,Saskatchewan,11.384490479502569,default parameters
0,2020-11-18,3366.5333479548794,3333.5826537124426,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
1,2020-11-19,3440.496447148085,3347.74690467671,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
2,2020-11-20,3514.4595463073333,3503.2642735272443,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
3,2020-11-21,3588.422645448617,3625.3287519619985,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
4,2020-11-22,3662.436198459754,3789.3773072203735,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
5,2020-11-23,3736.5508603695957,3781.6167491375268,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
6,2020-11-24,3849.831333650708,3777.8137391025925,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
7,2020-11-25,3963.206728490973,3930.256034248678,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
8,2020-11-26,4076.7904486628836,3984.040906191511,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
9,2020-11-27,4190.380349380934,4179.185076600868,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
10,2020-11-28,4324.332234955434,4361.2383414689375,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
11,2020-11-29,4458.499166291398,4585.44027505201,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
12,2020-11-30,4593.002637772476,4638.068526540143,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
13,2020-12-01,4727.633310784075,4655.615716235692,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
14,2020-12-02,4862.320055187025,4829.369360944653,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
15,2020-12-03,4997.006799678447,4904.25725720706,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
16,2020-12-04,5131.693544215667,5120.498271435377,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
17,2020-12-05,5266.380288694513,5303.2863952079615,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
18,2020-12-06,5401.06703332591,5528.008142086461,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
19,2020-12-07,5535.957815274106,5581.023704041983,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
20,2020-12-08,5671.388210526447,5599.370615978177,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
21,2020-12-09,5944.483324376282,5911.532630133943,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
22,2020-12-10,6260.2521045453295,6167.502562073967,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
23,2020-12-11,6576.244547589621,6565.049274809448,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
24,2020-12-12,6892.237358874337,6929.143465388087,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
25,2020-12-13,7208.230170159052,7335.171278919768,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
26,2020-12-14,7524.222981443767,7569.288870211842,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
27,2020-12-15,7840.2157927284825,7768.198198180324,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
28,2020-12-16,8156.208604013198,8123.25790977089,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
29,2020-12-17,8472.201415297914,8379.451872826545,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
30,2020-12-18,8788.19422658263,8776.998953802386,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
31,2020-12-19,9104.187037867345,9141.093144381039,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
32,2020-12-20,9420.179849152059,9547.120957912486,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
33,2020-12-21,9736.172660436776,9781.238549204585,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
34,2020-12-22,10052.16547172149,9980.147877173444,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
35,2020-12-23,10368.158283006205,10335.20758876393,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
36,2020-12-24,10684.151094290923,10591.401551819557,Recovered,Canada,Saskatchewan,870.0636745233521,default parameters
0,2020-11-18,23.190738411545002,23.267666640497513,Confirmed,Canada,Yukon,5.810877175335771,default parameters
1,2020-11-19,25.215335622387233,25.121014665471755,Confirmed,Canada,Yukon,5.810877175335771,default parameters
2,2020-11-20,27.239932830723895,27.306535468627775,Confirmed,Canada,Yukon,5.810877175335771,default parameters
3,2020-11-21,29.264530041299594,29.931177766491057,Confirmed,Canada,Yukon,5.810877175335771,default parameters
4,2020-11-22,31.289127255116544,30.735133575044546,Confirmed,Canada,Yukon,5.810877175335771,default parameters
5,2020-11-23,33.31372446987983,32.324871264159434,Confirmed,Canada,Yukon,5.810877175335771,default parameters
6,2020-11-24,35.33832168119088,36.16531093184964,Confirmed,Canada,Yukon,5.810877175335771,default parameters
7,2020-11-25,37.362502681221436,37.43943091017332,Confirmed,Canada,Yukon,5.810877175335771,default parameters
8,2020-11-26,39.3866788809548,39.2923579240401,Confirmed,Canada,Yukon,5.810877175335771,default parameters
9,2020-11-27,41.410748737077355,41.47735137498245,Confirmed,Canada,Yukon,5.810877175335771,default parameters
10,2020-11-28,43.43163591009444,44.09828363528486,Confirmed,Canada,Yukon,5.810877175335771,default parameters
11,2020-11-29,44.73541051348881,44.181416833421295,Confirmed,Canada,Yukon,5.810877175335771,default parameters
12,2020-11-30,46.03859014760551,45.0497369418873,Confirmed,Canada,Yukon,5.810877175335771,default parameters
13,2020-12-01,47.341550645451996,48.16853989611268,Confirmed,Canada,Yukon,5.810877175335771,default parameters
14,2020-12-02,48.64451114421827,48.72143937316939,Confirmed,Canada,Yukon,5.810877175335771,default parameters
15,2020-12-03,49.9474716427057,49.85315068578951,Confirmed,Canada,Yukon,5.810877175335771,default parameters
16,2020-12-04,51.25034060148191,51.316943239383995,Confirmed,Canada,Yukon,5.810877175335771,default parameters
17,2020-12-05,52.55320956069958,53.21985728589136,Confirmed,Canada,Yukon,5.810877175335771,default parameters
18,2020-12-06,53.85593323538527,53.301939555317425,Confirmed,Canada,Yukon,5.810877175335771,default parameters
19,2020-12-07,55.01611291950232,54.02725971378225,Confirmed,Canada,Yukon,5.810877175335771,default parameters
20,2020-12-08,56.17369718987781,57.0006864405384,Confirmed,Canada,Yukon,5.810877175335771,default parameters
21,2020-12-09,57.327654228965606,57.40458245791602,Confirmed,Canada,Yukon,5.810877175335771,default parameters
22,2020-12-10,57.58069186039442,57.48637090347955,Confirmed,Canada,Yukon,5.810877175335771,default parameters
23,2020-12-11,57.832523912685645,57.89912655058698,Confirmed,Canada,Yukon,5.810877175335771,default parameters
24,2020-12-12,58.08399632535027,58.75064405053859,Confirmed,Canada,Yukon,5.810877175335771,default parameters
25,2020-12-13,58.33546873801491,57.78147505794435,Confirmed,Canada,Yukon,5.810877175335771,default parameters
26,2020-12-14,58.58694115067955,57.59808794495791,Confirmed,Canada,Yukon,5.810877175335771,default parameters
27,2020-12-15,58.83841356334418,59.66540281400191,Confirmed,Canada,Yukon,5.810877175335771,default parameters
28,2020-12-16,59.08988597600882,59.16681420495854,Confirmed,Canada,Yukon,5.810877175335771,default parameters
29,2020-12-17,59.34135838867345,59.24703743175822,Confirmed,Canada,Yukon,5.810877175335771,default parameters
30,2020-12-18,59.592830801338096,59.65943343924261,Confirmed,Canada,Yukon,5.810877175335771,default parameters
31,2020-12-19,59.84430321400273,60.51095093919241,Confirmed,Canada,Yukon,5.810877175335771,default parameters
32,2020-12-20,60.09577562666737,59.54178194659886,Confirmed,Canada,Yukon,5.810877175335771,default parameters
33,2020-12-21,60.347248039332,59.35839483361254,Confirmed,Canada,Yukon,5.810877175335771,default parameters
34,2020-12-22,60.598720451996634,61.425709702654274,Confirmed,Canada,Yukon,5.810877175335771,default parameters
35,2020-12-23,60.850192864661274,60.927121093610296,Confirmed,Canada,Yukon,5.810877175335771,default parameters
36,2020-12-24,61.10166527732591,61.007344320411455,Confirmed,Canada,Yukon,5.810877175335771,default parameters
0,2020-11-18,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
1,2020-11-19,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
2,2020-11-20,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
3,2020-11-21,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
4,2020-11-22,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
5,2020-11-23,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
6,2020-11-24,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
7,2020-11-25,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
8,2020-11-26,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
9,2020-11-27,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
10,2020-11-28,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
11,2020-11-29,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
12,2020-11-30,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
13,2020-12-01,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
14,2020-12-02,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
15,2020-12-03,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
16,2020-12-04,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
17,2020-12-05,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
18,2020-12-06,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
19,2020-12-07,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
20,2020-12-08,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
21,2020-12-09,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
22,2020-12-10,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
23,2020-12-11,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
24,2020-12-12,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
25,2020-12-13,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
26,2020-12-14,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
27,2020-12-15,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
28,2020-12-16,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
29,2020-12-17,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
30,2020-12-18,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
31,2020-12-19,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
32,2020-12-20,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
33,2020-12-21,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
34,2020-12-22,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
35,2020-12-23,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
36,2020-12-24,1.0,1.0,Deaths,Canada,Yukon,0.0,default parameters
0,2020-11-18,19.37805883059761,18.896542237918247,Recovered,Canada,Yukon,3.9748948142296547,default parameters
1,2020-11-19,20.157205984864518,18.359011454586174,Recovered,Canada,Yukon,3.9748948142296547,default parameters
2,2020-11-20,20.9363531391898,21.99053353596237,Recovered,Canada,Yukon,3.9748948142296547,default parameters
